shape,price,carat,color,clarity,type,cut
Marquise,490,0.44,D,VS1,lab,0
Oval,4810,2.02,I,VS2,lab,0
Emerald,520,0.3,I,VVS1,natural,0
Round,4240,1.62,G,VS1,lab,0
Round,3330,1.17,E,VVS2,lab,0
Round,2610,1.5,J,SI1,lab,0
Radiant,7150,1.32,G,SI1,natural,0
Round,4990,0.9,H,VVS1,natural,0
Round,2020,1.24,I,VVS2,lab,0
Round,850,0.3,E,VS1,natural,0
Oval,1450,0.51,H,VS1,natural,1
Round,1380,0.4,F,VS2,natural,0
Round,1010,0.3,E,VVS2,natural,0
Oval,3560,0.96,H,SI2,natural,1
Marquise,380,0.38,F,VS2,lab,1
Round,8480,1.09,G,VS1,natural,0
Marquise,1110,0.5,F,SI2,natural,1
Round,830,0.31,G,VVS2,natural,0
Princess,1430,1.01,I,VS2,lab,0
Round,3480,0.74,F,VS2,natural,0
Emerald,23130,4.04,F,VS2,lab,1
Round,1330,0.37,D,VVS1,natural,0
Oval,6470,1.51,G,SI2,natural,0
Round,880,0.32,E,VS1,natural,0
Princess,1470,0.51,F,VVS1,natural,0
Round,1790,0.5,D,SI1,natural,0
Emerald,690,0.3,E,VVS1,natural,0
Round,3450,0.75,G,VVS2,natural,0
Round,4980,2.04,I,VS2,lab,0
Oval,2720,1.73,J,VS2,lab,0
Emerald,530,0.31,F,SI1,natural,0
Round,350,0.31,E,VS2,lab,0
Round,1020,0.93,J,VS2,lab,0
Radiant,7600,1.3,D,VS1,natural,1
Pear,1280,0.5,D,VS1,natural,1
Round,1570,0.48,F,VVS1,natural,0
Round,1630,0.4,E,IF,natural,0
Round,2410,1.46,F,SI2,lab,0
Round,1700,0.5,E,SI1,natural,0
Round,10130,1.4,G,VS2,natural,0
Round,760,0.27,D,VVS2,natural,0
Round,1390,0.4,D,VS1,natural,0
Round,2700,0.5,D,VVS1,natural,0
Round,2760,1.04,G,VVS1,lab,0
Round,2590,1.52,J,VVS2,lab,0
Round,2520,0.5,F,VVS1,natural,0
Round,780,0.3,E,SI1,natural,1
Round,5050,0.8,G,IF,natural,0
Round,7670,1.05,H,VVS1,natural,0
Round,1850,0.51,F,VS2,natural,1
Round,6160,1.01,D,VS2,natural,1
Round,2640,1.61,J,VS1,lab,0
Pear,490,0.5,H,SI1,lab,0
Round,1100,0.38,D,VVS2,natural,0
Round,3960,1.15,I,VVS2,lab,0
Round,1600,0.45,F,VVS2,natural,0
Pear,390,0.37,D,VS1,lab,0
Emerald,10770,1.5,F,VVS2,natural,0
Oval,2390,1.57,J,SI1,lab,0
Round,4670,0.8,D,VVS2,natural,0
Oval,10810,1.51,D,SI1,natural,0
Princess,550,0.32,D,SI2,natural,0
Round,1070,0.5,I,SI1,natural,1
Round,770,0.3,F,VS2,natural,0
Round,2080,0.62,I,VS2,natural,0
Round,850,0.3,F,VS2,natural,0
Round,560,0.25,E,VS1,natural,0
Round,1470,0.45,E,VS1,natural,0
Round,2270,0.5,H,VVS1,natural,0
Round,470,0.43,F,SI1,lab,0
Emerald,4250,2.07,J,VS2,lab,1
Emerald,1510,0.5,G,VVS1,natural,0
Cushion,16620,3.01,E,VS1,lab,1
Heart,1780,0.75,I,SI1,natural,0
Round,2950,0.9,J,VS1,natural,1
Round,1320,0.55,J,VVS1,natural,0
Round,2120,0.71,F,SI2,natural,1
Round,1710,1.02,H,VS2,lab,0
Oval,1480,0.5,F,VS2,natural,0
Pear,2070,0.63,E,VS1,natural,0
Princess,8500,1.05,D,IF,natural,0
Oval,460,0.44,D,VS2,lab,0
Round,800,0.31,G,VS2,natural,0
Round,2280,0.5,G,VVS2,natural,0
Round,2170,0.9,J,SI1,natural,1
Round,7500,2.03,H,VVS1,lab,0
Round,2570,0.8,I,SI1,natural,0
Round,1550,1.0,I,VS1,lab,1
Round,2350,0.7,H,VVS1,natural,0
Round,390,0.34,E,VS2,lab,0
Pear,4350,1.51,G,VS1,lab,0
Round,1010,0.7,F,VS2,lab,1
Round,2300,1.23,H,VS1,lab,0
Princess,1490,0.5,E,VVS2,natural,1
Princess,312930,6.01,D,IF,natural,0
Round,1180,0.4,F,IF,natural,0
Oval,6660,2.08,F,VS2,lab,1
Oval,340,0.33,E,VS1,lab,1
Round,7360,1.0,F,VVS1,natural,0
Oval,750,0.3,D,VVS2,natural,0
Pear,1660,0.5,F,VVS1,natural,0
Round,3660,0.7,F,VS2,natural,0
Marquise,770,0.35,D,SI1,natural,0
Round,9720,2.51,G,VS1,lab,0
Oval,4150,2.06,J,VS2,lab,0
Oval,2920,1.09,I,VS1,lab,1
Round,1840,1.01,I,SI2,lab,0
Round,660,0.3,D,SI2,natural,0
Round,1490,0.34,D,IF,natural,0
Round,4120,1.7,H,VS1,lab,0
Round,2090,0.53,F,VS1,natural,0
Round,640,0.53,G,VVS2,lab,0
Round,1250,0.42,H,VVS1,natural,0
Round,1480,0.36,D,VVS1,natural,0
Round,1370,0.42,E,VS2,natural,0
Round,3050,1.5,I,VVS2,lab,1
Round,2100,1.0,E,VS2,lab,0
Princess,2670,1.01,H,SI2,natural,1
Emerald,1460,1.0,G,SI2,lab,0
Emerald,1580,0.72,D,SI1,natural,0
Round,1100,0.4,G,VVS1,natural,0
Round,650,0.52,E,SI1,lab,1
Heart,720,0.31,G,VS1,natural,1
Emerald,5030,2.05,I,SI1,lab,0
Cushion,4230,1.7,G,VS2,lab,0
Round,670,0.5,H,VVS2,lab,1
Round,1000,0.4,F,SI1,natural,0
Oval,2840,0.75,H,VVS2,natural,1
Emerald,2810,1.51,E,SI2,lab,0
Emerald,3090,1.52,H,VS2,lab,0
Round,890,0.3,D,VVS2,natural,1
Round,1030,0.94,J,VS2,lab,0
Round,3170,0.7,E,VVS2,natural,0
Round,3560,0.7,F,VS1,natural,0
Round,7680,1.0,D,VS1,natural,0
Round,2160,1.08,G,VS1,lab,0
Round,1280,0.41,G,VS2,natural,0
Round,850,0.61,H,VVS2,lab,0
Round,1370,0.35,F,IF,natural,0
Round,800,0.3,E,VS2,natural,1
Pear,4660,1.0,D,VS2,natural,0
Princess,770,0.45,H,SI1,natural,0
Round,9760,2.0,I,SI2,natural,0
Round,6960,2.0,H,VVS2,lab,0
Princess,1770,0.7,F,SI1,natural,1
Round,2290,0.51,D,VS1,natural,0
Round,3710,0.71,G,IF,natural,0
Round,2620,0.9,J,VS1,natural,1
Round,3720,0.71,G,VS2,natural,0
Round,390,0.34,D,VS2,lab,0
Pear,930,0.41,H,VS1,natural,1
Round,2110,0.47,E,IF,natural,0
Round,2770,0.7,G,SI1,natural,0
Pear,1170,1.01,J,VS2,lab,0
Round,1440,0.41,D,VS1,natural,0
Princess,800,0.4,E,VS2,natural,0
Round,780,0.59,E,VS2,lab,0
Round,1850,0.7,J,VVS1,natural,1
Round,2330,0.54,F,VS1,natural,0
Round,12190,2.15,D,VVS2,lab,0
Round,1690,1.1,I,SI2,lab,0
Princess,780,0.41,E,SI1,natural,0
Round,2490,0.5,F,VS1,natural,0
Pear,780,0.31,E,VVS2,natural,0
Emerald,2150,1.14,G,VS2,lab,0
Round,1040,0.72,F,VS2,lab,0
Round,2840,0.81,J,VS2,natural,0
Round,4600,0.9,H,VS1,natural,0
Round,1630,0.5,H,VS1,natural,1
Round,540,0.51,G,SI2,lab,0
Oval,4050,2.01,J,VS2,lab,0
Round,1200,0.33,E,VVS1,natural,0
Emerald,1560,0.9,E,VS1,lab,0
Round,370,0.31,E,VVS2,lab,0
Round,10160,2.2,E,VS1,lab,0
Round,870,0.31,E,VS2,natural,0
Emerald,1640,0.5,D,VVS2,natural,0
Round,530,0.43,E,VS1,lab,1
Cushion,15560,3.04,F,VS1,lab,0
Oval,720,0.31,D,SI2,natural,0
Oval,2180,1.01,E,VS2,lab,0
Round,18780,1.9,G,VS2,natural,0
Pear,1090,0.5,D,SI2,natural,0
Princess,3630,2.02,J,SI1,lab,0
Emerald,700,0.73,J,SI1,lab,1
Round,4000,1.0,J,VS2,natural,0
Round,1840,1.14,J,VS1,lab,0
Round,1220,0.4,F,VVS2,natural,1
Round,2850,0.75,D,SI2,natural,0
Round,1640,1.0,I,VVS2,lab,0
Round,5440,2.51,J,VS1,lab,0
Round,3590,0.8,G,VVS2,natural,1
Round,720,0.56,E,VS2,lab,0
Round,4920,1.0,J,VS1,natural,0
Round,1240,0.6,J,SI1,natural,0
Round,1650,0.5,D,SI1,natural,1
Cushion,1960,0.76,J,VS1,natural,0
Round,1130,0.33,E,VVS1,natural,0
Round,2110,1.1,D,SI1,lab,0
Round,1410,0.53,J,VS2,natural,0
Round,1210,0.75,F,VS1,lab,0
Round,1780,1.17,J,SI1,lab,0
Oval,480,0.5,I,VS2,lab,0
Round,3800,1.83,I,VS1,lab,0
Marquise,690,0.31,D,SI1,natural,0
Cushion,2210,1.02,F,VS1,lab,0
Round,4910,2.01,I,VS2,lab,0
Princess,1890,1.04,I,VS1,lab,0
Round,950,0.76,E,SI2,lab,0
Round,740,0.27,F,VVS1,natural,0
Round,1020,0.4,E,VVS2,natural,0
Round,2740,1.74,J,VS2,lab,0
Round,1100,0.7,H,VVS2,lab,1
Round,2320,0.54,G,VVS2,natural,0
Cushion,3780,2.0,J,VS1,lab,0
Oval,2630,1.03,E,VVS2,lab,0
Heart,1410,0.55,I,VS1,natural,0
Round,2750,0.55,D,VS1,natural,0
Round,7390,1.03,H,VVS2,natural,0
Round,4570,1.52,F,VS1,lab,0
Round,1030,0.3,F,VS2,natural,0
Round,2680,0.96,G,SI2,natural,1
Oval,4330,2.03,I,VS2,lab,0
Oval,2390,1.0,F,SI1,lab,1
Pear,350,0.34,F,VS1,lab,0
Round,850,0.3,F,VVS1,natural,0
Round,3510,1.69,I,VS1,lab,0
Round,1320,0.41,G,VS1,natural,0
Round,2500,0.74,I,VVS2,natural,0
Pear,650,0.3,D,VS2,natural,0
Oval,2070,0.72,D,SI2,natural,1
Round,2210,1.0,D,VS2,lab,0
Round,1210,0.37,D,VS1,natural,0
Round,360,0.32,F,VS2,lab,0
Cushion,6010,2.03,H,VS1,lab,0
Round,2040,0.93,E,VS1,lab,0
Cushion,5240,1.71,F,VS1,lab,0
Round,1000,0.36,G,VS1,natural,0
Round,31680,3.79,E,VS1,lab,0
Round,2830,0.6,E,VVS2,natural,0
Round,2130,0.51,F,VS2,natural,0
Round,450,0.3,I,VS2,natural,0
Round,3340,2.0,J,SI1,lab,0
Round,1780,0.6,I,VS2,natural,0
Round,2350,1.53,J,VS2,lab,0
Round,1700,0.46,E,VVS1,natural,0
Round,1100,0.3,F,IF,natural,0
Oval,1240,0.7,D,VS2,lab,0
Oval,670,0.3,E,SI2,natural,0
Oval,1520,0.9,E,VS2,lab,0
Round,1860,1.13,I,VVS2,lab,0
Round,2900,0.65,E,VS2,natural,0
Round,900,0.59,E,VVS2,lab,0
Oval,2540,0.71,E,VS2,natural,0
Round,2830,1.79,I,SI2,lab,0
Round,630,0.3,E,SI1,natural,1
Cushion,1640,1.02,G,SI1,lab,1
Round,900,0.37,F,VS2,natural,0
Pear,2840,1.53,E,SI2,lab,0
Round,3690,1.0,H,SI2,natural,1
Round,740,0.3,F,VS2,natural,0
Round,2460,0.7,F,SI2,natural,0
Round,3030,1.58,I,VS1,lab,0
Round,2490,0.7,E,SI2,natural,0
Cushion,1200,0.7,E,VVS2,lab,1
Round,1500,0.37,D,VVS1,natural,0
Round,2700,0.59,F,VVS2,natural,0
Round,1410,0.31,D,IF,natural,0
Oval,2420,1.01,D,VS2,lab,1
Round,11640,2.01,D,VVS2,lab,0
Round,710,0.3,G,VS2,natural,0
Round,970,0.42,F,SI2,natural,0
Cushion,330,0.31,F,VVS1,lab,1
Round,1460,1.01,J,SI2,lab,0
Oval,4450,2.0,I,SI2,lab,0
Emerald,880,0.74,E,SI2,lab,0
Round,2340,1.0,E,VS1,lab,0
Round,1600,1.09,E,SI2,lab,0
Heart,10010,1.71,E,SI1,natural,0
Heart,2360,0.65,D,VVS2,natural,1
Heart,1290,0.53,E,SI1,natural,0
Emerald,1300,0.51,H,VS1,natural,1
Round,3000,0.71,F,VS2,natural,1
Round,850,0.32,H,VS2,natural,0
Oval,4600,0.9,F,VS1,natural,1
Round,430,0.37,E,VS1,lab,0
Round,9460,1.04,F,VVS2,natural,0
Round,4440,0.74,D,VVS1,natural,0
Round,8550,2.12,F,VS1,lab,0
Pear,680,0.3,F,VS2,natural,1
Round,3950,0.9,G,SI1,natural,0
Round,1880,1.19,I,VS1,lab,0
Round,1530,1.16,J,VS2,lab,0
Round,1630,0.5,G,SI2,natural,0
Round,1920,0.52,H,VVS2,natural,0
Round,7360,1.04,G,VVS1,natural,0
Round,1320,0.4,D,SI1,natural,0
Round,1930,1.05,I,VS1,lab,0
Pear,4630,0.96,E,SI1,natural,0
Round,2350,0.55,G,IF,natural,0
Pear,540,0.3,D,VS2,natural,0
Round,710,0.37,E,SI2,natural,0
Round,870,0.3,E,VS1,natural,0
Cushion,1930,1.13,E,SI1,lab,1
Round,1050,0.31,E,VVS1,natural,0
Pear,1790,0.6,D,SI1,natural,0
Round,2320,0.5,E,VVS2,natural,0
Emerald,1160,0.47,H,VVS1,natural,0
Round,1800,1.17,I,VS2,lab,0
Round,770,0.3,D,SI1,natural,0
Round,5840,0.9,F,VS1,natural,0
Round,1380,0.41,E,SI1,natural,0
Round,950,0.32,D,SI1,natural,0
Round,6960,1.0,D,VS1,natural,1
Round,2290,0.5,E,IF,natural,1
Radiant,6190,1.22,E,SI1,natural,0
Round,2190,0.5,H,VVS2,natural,0
Round,390,0.36,H,VS1,lab,0
Oval,13490,1.91,H,SI2,natural,0
Radiant,2170,0.72,G,VS1,natural,1
Round,3330,0.7,G,VS2,natural,0
Round,2880,0.5,D,VVS1,natural,0
Round,1000,0.3,E,VVS1,natural,0
Round,3470,0.9,H,VS2,natural,1
Round,1480,0.46,F,VS2,natural,0
Round,1050,0.4,G,VS1,natural,1
Round,770,0.3,D,VS2,natural,0
Round,800,0.4,J,SI1,natural,0
Round,2070,1.3,I,VS2,lab,0
Round,2720,1.5,I,VS2,lab,1
Princess,560,0.3,D,SI1,natural,0
Round,460,0.3,J,SI1,natural,0
Round,2410,0.5,E,VVS2,natural,0
Round,2230,0.9,E,VVS2,lab,0
Round,21380,2.85,E,VVS2,lab,0
Round,5630,1.08,I,VS2,natural,0
Round,2810,1.56,I,VS2,lab,0
Round,780,0.3,E,SI1,natural,1
Round,1820,1.09,J,VS1,lab,0
Round,2200,0.7,G,SI1,natural,0
Round,3880,2.06,J,SI1,lab,0
Princess,580,0.32,F,SI1,natural,0
Emerald,1220,0.51,E,SI1,natural,0
Round,780,0.54,E,VS2,lab,0
Round,5290,0.9,H,VVS1,natural,0
Round,1680,0.5,G,VS1,natural,1
Oval,5440,1.01,H,SI1,natural,0
Oval,6770,2.01,G,VS2,lab,1
Oval,1850,0.7,G,SI2,natural,0
Pear,660,0.31,G,VVS2,natural,0
Round,3170,0.8,G,VS1,natural,1
Asscher,11140,1.56,F,VVS1,natural,0
Round,2570,1.55,H,SI2,lab,0
Pear,3480,1.18,D,VVS2,lab,0
Oval,340,0.31,D,VVS2,lab,1
Oval,22620,2.01,G,VS2,natural,0
Round,1980,0.56,E,SI1,natural,0
Round,1420,0.4,F,VS1,natural,0
Round,1970,0.5,F,VVS2,natural,0
Oval,340,0.34,F,VS1,lab,0
Round,910,0.3,F,IF,natural,0
Round,1230,0.92,I,VS2,lab,0
Round,1020,0.58,D,VVS2,lab,0
Round,2660,1.63,J,VS1,lab,0
Round,820,0.4,I,VVS1,natural,1
Round,590,0.54,I,VVS2,lab,0
Emerald,1090,0.92,J,VS2,lab,1
Emerald,620,0.51,F,VS1,lab,0
Round,6520,1.29,J,VS1,natural,0
Princess,630,0.34,J,VVS2,natural,1
Round,820,0.3,D,SI1,natural,0
Pear,530,0.5,H,VS1,lab,0
Round,3530,1.02,E,VVS1,lab,0
Round,1250,0.87,F,SI1,lab,0
Round,7070,1.09,H,SI2,natural,1
Round,920,0.4,E,SI2,natural,0
Round,1700,1.05,I,VVS2,lab,0
Round,6750,1.0,F,VS1,natural,1
Round,570,0.46,G,VVS2,lab,0
Round,810,0.3,H,VVS2,natural,0
Round,9370,1.01,F,VS1,natural,0
Princess,3120,1.0,I,SI2,natural,0
Marquise,510,0.4,J,SI1,natural,0
Round,2370,1.37,I,VS2,lab,0
Round,5190,2.5,J,VS2,lab,1
Oval,2750,0.72,E,SI1,natural,0
Round,1260,0.34,E,IF,natural,0
Round,1640,0.5,E,SI1,natural,1
Oval,380,0.37,E,VS2,lab,0
Round,780,0.3,G,VVS1,natural,0
Pear,360,0.34,E,VVS2,lab,1
Emerald,690,0.4,D,SI1,natural,0
Round,17770,1.8,D,VS2,natural,0
Round,1210,0.3,D,VVS1,natural,0
Round,380,0.33,E,VS1,lab,0
Round,1820,0.56,H,VVS2,natural,0
Round,1250,0.9,J,VS1,lab,1
Round,5400,1.0,F,SI1,natural,0
Oval,6840,1.2,E,SI2,natural,0
Round,790,0.31,E,SI1,natural,0
Round,1790,0.5,G,VVS2,natural,1
Round,1320,0.42,H,IF,natural,0
Round,1740,1.22,J,VVS2,lab,0
Round,1540,0.43,D,VS1,natural,0
Pear,4190,1.01,D,SI1,natural,0
Round,840,0.3,E,IF,natural,0
Princess,4070,1.02,H,VS1,natural,0
Round,2570,1.55,G,SI2,lab,0
Round,1680,1.09,J,SI1,lab,0
Oval,3010,1.72,I,SI2,lab,0
Princess,5320,1.05,F,VS1,natural,0
Marquise,1900,1.07,H,VS2,lab,0
Pear,4210,2.01,I,SI1,lab,0
Round,2240,1.35,E,SI2,lab,0
Round,340,0.31,E,SI1,lab,0
Round,1010,0.31,E,VS1,natural,0
Round,1200,0.35,E,VVS2,natural,0
Round,2290,1.62,J,SI1,lab,0
Round,930,0.34,G,VVS2,natural,0
Round,4470,1.02,I,VVS1,natural,1
Round,1950,0.6,H,VVS2,natural,1
Round,10350,1.0,F,VVS1,natural,0
Round,3150,0.8,E,SI2,natural,0
Round,830,0.31,G,VVS2,natural,0
Pear,560,0.56,G,SI1,lab,1
Round,320,0.3,F,SI1,lab,0
Round,11150,2.56,G,VVS2,lab,0
Emerald,1370,0.51,F,VS2,natural,0
Round,1800,1.0,I,SI1,lab,0
Round,1740,0.5,E,VS1,natural,0
Princess,4240,1.0,H,VS1,natural,0
Round,1050,0.37,E,VS1,natural,0
Princess,5950,1.79,H,SI2,natural,0
Round,2970,1.35,G,VS1,lab,0
Pear,1400,0.5,G,IF,natural,0
Round,1260,0.4,F,VVS2,natural,1
Round,1180,0.42,F,VVS2,natural,0
Round,5280,2.38,J,VVS2,lab,0
Round,4680,1.0,J,VVS2,natural,0
Oval,700,0.5,D,VS2,lab,1
Round,4380,2.28,I,SI2,lab,0
Princess,5080,1.3,I,SI1,natural,0
Round,9630,1.12,E,VS2,natural,0
Round,1390,1.01,J,VS1,lab,0
Round,1780,1.3,J,VS2,lab,0
Round,500,0.33,I,VS2,natural,0
Round,1580,0.36,D,IF,natural,0
Round,1890,1.17,I,VS1,lab,0
Round,5460,1.22,J,VS2,natural,0
Round,2410,1.04,E,VS1,lab,0
Round,1480,0.73,D,VS1,lab,0
Emerald,1590,1.03,I,SI2,lab,0
Round,4520,1.16,J,VS1,natural,0
Round,1510,0.4,D,VS1,natural,0
Oval,700,0.31,G,VS1,natural,0
Pear,1200,0.5,D,SI1,natural,0
Round,560,0.36,J,VS1,natural,0
Pear,2580,1.01,E,VVS2,lab,0
Cushion,4940,2.01,I,SI1,lab,1
Round,2780,1.62,J,VVS2,lab,0
Round,2180,1.21,I,VS1,lab,0
Oval,3140,0.8,G,VS1,natural,0
Round,700,0.26,F,VVS2,natural,0
Pear,2210,0.7,G,SI1,natural,0
Round,1140,0.7,F,VS1,lab,0
Round,3390,0.65,D,VVS2,natural,0
Emerald,1450,1.0,E,SI2,lab,0
Oval,450,0.42,E,VVS2,lab,0
Marquise,470,0.38,D,VS2,lab,1
Pear,300,0.3,H,VS1,lab,0
Round,2140,0.5,D,VS1,natural,1
Oval,3060,1.75,I,SI2,lab,0
Round,2180,1.51,I,SI2,lab,0
Oval,290,0.28,E,VS1,lab,1
Round,10060,2.03,F,VVS2,lab,0
Round,2080,0.5,E,VVS2,natural,0
Round,1800,1.02,E,SI1,lab,0
Round,1790,1.08,I,VVS2,lab,0
Round,1130,0.37,D,VS1,natural,0
Oval,4250,1.73,H,VS1,lab,0
Round,1800,0.48,E,VS1,natural,0
Round,1190,0.4,G,VVS2,natural,0
Round,690,0.29,F,VVS2,natural,0
Round,1960,0.5,E,VVS2,natural,1
Round,3510,1.0,I,SI2,natural,0
Round,690,0.54,F,VS2,lab,0
Round,740,0.3,E,SI1,natural,0
Round,8240,1.5,J,VS2,natural,0
Pear,11420,1.7,D,SI2,natural,0
Round,790,0.4,G,SI1,natural,1
Round,730,0.3,H,VVS1,natural,0
Round,1710,1.04,I,VVS2,lab,0
Round,610,0.3,I,VVS2,natural,0
Oval,1340,0.4,D,VVS2,natural,1
Pear,4280,1.07,F,SI2,natural,1
Round,2400,1.42,I,VS1,lab,0
Marquise,3380,1.3,G,VVS2,lab,0
Round,1150,0.4,E,VS2,natural,0
Round,11700,3.03,G,SI1,lab,0
Round,2820,1.21,E,VS2,lab,1
Round,450,0.3,E,SI2,natural,1
Round,3700,0.8,E,SI1,natural,0
Round,1430,1.08,J,VS2,lab,0
Cushion,18800,3.11,D,VS1,lab,0
Round,8990,1.25,H,VVS2,natural,0
Pear,4610,1.6,E,SI1,lab,0
Oval,2050,0.7,E,SI1,natural,1
Round,1590,0.4,D,VVS2,natural,0
Asscher,4390,2.01,E,SI2,lab,1
Oval,5330,1.0,G,SI1,natural,0
Round,1400,1.03,I,SI1,lab,0
Round,1010,0.3,E,VVS1,natural,0
Round,2790,0.7,D,SI2,natural,0
Round,1980,1.43,J,SI1,lab,0
Round,2630,1.16,G,VS2,lab,1
Pear,8760,2.02,D,VS1,lab,1
Round,6720,0.95,G,IF,natural,0
Cushion,14340,3.01,E,VS2,lab,1
Round,2100,1.22,G,SI1,lab,0
Princess,1920,0.61,D,VS1,natural,0
Round,1430,0.45,F,VVS1,natural,0
Round,990,0.31,E,VVS2,natural,0
Round,1410,0.32,F,IF,natural,0
Round,840,0.37,D,SI2,natural,0
Round,2610,1.11,G,VVS2,lab,0
Round,1810,1.19,I,SI2,lab,0
Pear,1350,1.21,J,SI1,lab,0
Pear,810,0.5,D,VVS2,lab,1
Round,1110,0.34,D,VS1,natural,0
Round,790,0.31,F,IF,natural,0
Emerald,830,0.3,D,VVS1,natural,0
Round,1450,1.16,H,SI2,lab,0
Oval,610,0.5,D,SI1,lab,1
Emerald,1130,0.51,J,VVS2,natural,0
Round,1420,0.5,I,VVS2,natural,1
Round,13200,1.0,D,VVS1,natural,0
Round,430,0.3,J,SI2,natural,1
Pear,1070,0.52,J,VVS1,natural,1
Round,570,0.25,E,VS1,natural,0
Cushion,5110,2.02,H,VS2,lab,1
Round,1290,0.85,D,SI1,lab,0
Radiant,2920,1.18,D,VS1,lab,0
Oval,7140,1.3,G,SI2,natural,0
Emerald,2800,0.71,F,VVS1,natural,0
Round,2280,1.01,D,SI1,lab,0
Round,820,0.3,G,VS1,natural,1
Round,2210,1.08,H,VVS2,lab,0
Round,1540,0.5,G,SI1,natural,1
Round,700,0.54,D,SI1,lab,0
Cushion,4270,2.05,I,VS2,lab,1
Round,3480,0.8,G,SI1,natural,0
Round,760,0.69,E,SI2,lab,1
Pear,1490,0.52,F,IF,natural,0
Oval,1100,0.82,F,SI1,lab,0
Round,1720,1.12,I,VS2,lab,0
Oval,1320,0.91,H,VS2,lab,0
Round,3460,0.71,G,VS1,natural,0
Round,2520,0.54,D,VS2,natural,0
Round,3770,2.3,J,SI2,lab,0
Oval,1570,0.58,H,VS1,natural,0
Oval,1840,1.02,H,VS2,lab,0
Round,1230,0.3,D,IF,natural,0
Round,570,0.25,F,VS1,natural,0
Round,4030,0.8,F,VS1,natural,0
Round,1190,0.4,H,VVS1,natural,0
Round,1260,0.45,H,VVS1,natural,1
Oval,13960,1.78,E,SI1,natural,1
Round,5710,1.51,E,VVS2,lab,0
Pear,780,0.63,F,VVS2,lab,1
Oval,4380,2.01,I,SI1,lab,0
Round,2580,1.57,J,VS1,lab,0
Round,10160,2.2,E,VS1,lab,0
Princess,860,0.42,G,VS1,natural,0
Oval,3510,1.53,H,VS2,lab,0
Round,11040,3.07,I,VS1,lab,0
Round,320,0.3,F,SI2,lab,0
Round,2040,0.5,H,IF,natural,1
Round,760,0.53,D,VS2,lab,0
Emerald,710,0.3,E,VS2,natural,1
Round,330,0.32,G,SI2,lab,0
Emerald,480,0.31,I,VS2,natural,0
Round,1220,0.46,H,VS2,natural,1
Round,770,0.3,E,VS2,natural,1
Round,3700,0.9,D,SI2,natural,0
Round,5780,1.37,D,VVS2,lab,0
Round,1550,0.36,D,IF,natural,0
Emerald,1850,0.77,F,SI2,natural,1
Round,1230,0.43,F,VS1,natural,0
Round,2650,0.8,E,SI2,natural,1
Round,1740,1.16,I,VS2,lab,0
Oval,3080,1.8,J,SI1,lab,0
Round,1330,0.79,E,VS1,lab,0
Round,2410,0.5,F,VS1,natural,0
Round,3040,1.17,D,VS1,lab,0
Round,29530,2.51,G,VS2,natural,0
Pear,520,0.51,G,VS2,lab,0
Emerald,13540,2.02,I,VVS1,natural,1
Asscher,8630,2.2,E,VS1,lab,0
Round,1990,1.0,E,SI1,lab,0
Round,2950,0.7,E,VVS2,natural,1
Heart,1480,0.33,D,IF,natural,0
Emerald,2360,1.1,E,VS2,lab,0
Round,870,0.34,I,VVS1,natural,0
Round,2100,0.5,D,VVS2,natural,0
Pear,680,0.31,E,VS2,natural,0
Round,1030,0.71,E,SI1,lab,0
Princess,930,0.42,E,VVS2,natural,0
Round,1580,0.5,E,SI1,natural,0
Heart,860,0.31,F,VVS2,natural,0
Round,2290,0.5,F,VS1,natural,0
Round,1080,0.32,D,VVS2,natural,0
Round,1080,0.3,F,VVS1,natural,0
Round,3730,0.7,D,VS2,natural,0
Round,850,0.3,D,VS1,natural,1
Pear,320,0.33,G,VS2,lab,0
Emerald,1190,0.46,D,VVS1,natural,0
Round,1700,1.03,I,VVS2,lab,0
Oval,950,0.41,D,VS2,natural,0
Round,790,0.3,D,VS1,natural,0
Round,4080,1.02,J,SI2,natural,0
Round,920,0.3,D,VVS2,natural,0
Pear,2960,0.82,F,SI2,natural,1
Cushion,1420,0.53,E,SI1,natural,0
Round,1700,1.02,I,VVS2,lab,0
Emerald,1460,0.5,G,VS1,natural,1
Round,610,0.3,D,SI1,natural,1
Round,750,0.3,D,VVS2,natural,0
Pear,1350,0.5,D,SI1,natural,1
Round,1420,0.7,D,VS1,lab,1
Round,780,0.31,F,VS2,natural,0
Round,1900,0.52,E,VS1,natural,0
Round,880,0.3,E,VS2,natural,0
Round,5990,1.0,G,SI1,natural,0
Round,520,0.35,E,SI2,natural,0
Round,1240,0.5,F,SI2,natural,1
Princess,770,0.31,E,VVS2,natural,1
Round,2320,1.33,E,SI2,lab,0
Round,740,0.3,E,SI1,natural,0
Oval,4090,2.03,J,VS2,lab,0
Emerald,640,0.31,D,VS2,natural,0
Round,1270,0.4,G,VVS1,natural,1
Round,1290,0.5,H,SI2,natural,1
Round,1860,1.0,H,VS1,lab,0
Emerald,700,0.3,F,VVS2,natural,0
Round,2780,0.61,E,VVS2,natural,0
Round,2570,0.53,D,VVS2,natural,0
Round,8490,1.03,G,VVS2,natural,0
Cushion,4400,1.0,E,VVS2,natural,1
Round,9840,1.4,F,SI1,natural,0
Cushion,1020,0.81,H,VS2,lab,1
Pear,1130,0.4,E,VVS2,natural,0
Round,2220,1.06,I,SI1,lab,0
